age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
26,1,20209,9,4,3,13,1,1,1,0,0,34,39,0
0,4,6270,6,11,4,14,1,4,1,0,0,12,39,0
34,6,20831,0,12,6,14,2,4,0,0,0,34,39,0
20,4,10813,11,15,2,12,0,4,1,0,0,34,39,1
37,5,687,9,4,2,12,0,4,1,0,0,45,39,1
7,4,5811,9,4,4,12,1,4,1,0,0,23,39,0
18,4,12018,11,15,2,3,0,4,1,0,0,34,39,1
6,4,7488,8,2,4,7,3,4,1,0,0,34,39,0
7,4,18418,11,15,4,9,1,4,0,0,0,39,9,0
7,4,10463,8,2,4,1,3,4,0,0,0,12,39,0
17,4,21250,11,15,2,14,0,4,1,0,0,34,39,1
28,4,7047,11,15,0,1,1,4,0,0,0,34,39,0
19,4,8082,1,13,4,3,3,4,1,0,0,34,39,0
16,4,17693,9,4,2,4,0,4,1,0,0,39,39,1
4,4,4329,11,15,4,8,3,4,0,0,0,12,39,0
15,4,8339,11,15,2,3,0,4,1,0,0,34,39,0
5,4,15085,4,9,4,5,2,4,1,0,0,34,26,0
36,4,399,11,15,2,13,0,4,1,0,0,34,39,1
19,4,4062,11,15,2,7,0,4,1,0,0,34,39,0
5,4,3587,9,4,4,12,3,4,1,0,0,34,39,0
30,4,21445,11,15,2,11,5,2,0,0,0,34,39,0
8,0,1942,15,1,4,0,1,0,0,0,0,12,39,0
13,4,13099,11,15,0,7,4,4,0,0,0,12,39,0
32,0,7766,11,15,6,0,1,2,0,0,0,34,39,0
6,4,4025,15,1,4,12,3,4,1,0,0,34,39,0
23,4,12651,0,12,5,14,3,4,1,0,0,28,39,0
28,2,15917,7,3,0,13,3,4,1,0,0,34,39,0
44,2,6359,9,4,2,10,0,4,1,0,0,36,39,0
18,4,7407,11,15,0,4,4,4,0,0,0,50,39,0
3,4,15941,15,1,4,8,3,4,0,0,0,17,39,0
10,4,7569,0,12,4,1,3,4,1,0,0,56,39,0
6,4,9801,11,15,4,1,3,4,0,0,0,34,39,0
8,4,5042,9,4,2,10,0,4,1,0,0,34,0,0
48,2,6732,15,1,6,1,1,4,0,0,0,28,39,0
8,4,7820,11,15,4,1,4,2,0,0,0,34,39,0
28,4,9288,9,4,0,1,4,4,0,0,0,34,11,0
50,4,2789,11,15,6,12,1,4,0,0,0,25,39,0
23,4,6025,11,15,6,7,4,4,0,0,0,34,39,0
34,4,12936,15,1,2,4,0,4,1,0,0,56,39,1
18,4,9793,11,15,2,14,0,4,1,0,0,56,39,0
11,4,7224,15,1,4,12,1,4,1,0,0,34,39,0
27,4,18646,11,15,0,6,1,4,0,0,0,42,39,0
20,4,6331,15,1,2,3,0,4,1,0,0,45,39,1
37,4,14118,15,1,2,14,0,4,1,0,0,39,39,1
16,1,17303,14,6,2,10,5,4,0,0,0,34,39,1
29,4,1406,11,15,0,4,1,4,0,0,0,34,39,0
32,4,18207,12,5,2,12,0,4,1,0,0,45,39,1
34,4,9006,11,15,0,12,1,4,1,0,0,39,39,0
10,4,9127,11,15,2,6,0,4,1,0,0,34,39,0
19,4,9794,11,15,2,7,0,4,1,0,0,34,39,0
7,4,2703,15,1,4,12,3,4,0,0,0,6,39,0
49,0,21636,8,2,6,0,1,4,0,0,0,34,39,0
14,4,6267,11,15,4,8,3,4,0,0,0,31,39,0
18,1,254,10,7,4,10,1,0,0,0,0,56,39,1
33,4,11038,15,1,2,11,0,2,1,0,0,66,39,1
26,5,3970,11,15,2,12,0,4,1,0,0,45,39,0
4,4,12159,6,11,4,3,3,4,1,0,0,23,8,0
16,4,9765,6,11,4,8,1,4,1,0,0,39,8,0
5,4,17269,11,15,4,9,3,4,0,0,0,29,39,0
12,4,9405,12,5,2,4,0,1,1,0,0,34,24,0
25,6,15743,8,2,2,10,0,4,1,0,0,34,39,0
11,6,7037,11,15,2,3,0,4,1,0,0,45,18,0
19,4,16653,11,15,4,10,1,4,0,0,0,31,39,0
49,2,3187,11,15,6,8,1,4,0,0,0,17,39,0
27,4,6204,9,4,2,10,5,4,0,0,0,12,39,0
28,2,2175,15,1,0,1,4,2,0,0,0,34,39,0
32,4,10928,11,15,0,8,3,2,0,0,0,34,39,0
19,4,13547,9,4,0,10,4,4,0,0,0,39,8,0
31,4,17952,1,13,2,6,0,4,1,0,0,56,39,0
2,4,16698,11,15,4,14,3,4,1,0,0,34,39,0
19,4,5310,9,4,2,1,0,4,1,0,0,34,39,1
24,4,9353,12,5,2,4,0,4,1,0,0,39,39,1
15,4,14403,15,1,2,12,0,4,1,0,0,45,39,0
32,4,6634,11,15,2,3,0,4,1,0,0,34,39,1
34,6,9392,11,15,2,4,5,4,0,0,0,34,39,0
3,4,16689,15,1,0,8,3,4,0,0,0,21,39,0
22,4,940,9,4,4,1,3,4,0,0,0,34,39,0
21,4,12289,11,15,2,13,0,4,1,0,0,34,39,1
2,4,13512,15,1,4,8,3,4,0,0,0,17,39,0
12,2,2622,9,4,4,6,3,4,1,0,0,34,39,0
35,5,20299,11,15,2,12,0,1,1,0,0,34,39,1
5,4,21263,8,2,4,3,1,4,1,0,0,38,39,0
27,5,15908,15,1,2,4,0,4,1,0,0,75,39,0
26,4,2707,11,15,0,3,1,4,1,0,0,34,39,0
46,0,19838,11,15,2,0,0,4,1,0,0,34,39,0
23,4,17275,8,2,5,12,1,2,1,0,0,38,39,0
23,4,6615,9,4,4,4,1,4,1,0,0,23,2,0
1,4,21582,1,13,4,12,3,4,0,0,0,6,39,0
40,5,6667,14,6,2,10,0,1,1,0,0,45,36,1
37,2,10536,9,4,2,4,0,1,1,0,0,34,30,1
27,4,3898,9,4,0,10,4,4,0,0,0,34,39,0
3,4,11340,15,1,4,12,1,4,1,0,0,23,39,0
23,4,6878,15,1,2,8,5,4,0,0,0,34,34,0
12,4,13779,15,1,4,14,4,4,1,0,0,34,39,0
5,4,3130,9,4,4,1,1,4,1,0,0,34,39,0
28,4,10806,15,1,0,12,3,4,1,0,0,39,39,0
35,4,11587,9,4,2,10,0,4,1,0,0,34,39,1
34,2,4345,11,15,0,11,1,4,1,0,0,34,39,0
6,4,19206,9,4,4,12,3,2,1,0,0,1,39,0
5,4,9174,8,2,2,8,0,4,1,0,0,38,39,0
20,4,19563,15,1,0,4,1,4,0,0,0,34,39,1
41,1,14714,11,15,0,1,4,2,0,0,0,34,39,0
44,4,7917,0,12,6,5,4,4,1,0,0,12,39,0
13,4,21373,12,5,4,10,1,4,0,0,0,39,39,0
6,4,363,15,1,4,1,3,4,0,0,0,34,39,0
13,4,15638,0,12,0,8,1,0,1,0,0,34,39,0
1,4,21340,11,15,4,8,3,4,1,0,0,17,2,0
6,4,18911,11,15,4,6,2,2,1,0,0,34,39,0
6,4,19056,15,1,4,9,3,4,0,0,0,1,39,0
40,4,2066,9,4,2,12,0,4,1,0,0,50,39,1
41,4,11866,11,15,2,4,0,4,1,0,0,39,39,1
42,6,15124,11,15,2,14,0,4,1,0,0,34,39,1
10,4,11906,9,4,3,1,1,4,1,0,0,34,39,0
33,4,409,9,4,2,5,0,4,1,0,0,39,39,1
27,2,2800,12,5,0,10,4,4,0,0,0,7,0,0
8,4,6505,9,4,4,13,3,4,0,0,0,34,39,0
16,4,11816,11,15,0,8,4,4,0,0,0,23,39,0
5,4,16978,15,1,4,8,3,4,1,0,0,28,39,0
33,4,14678,15,1,2,12,0,1,1,0,0,45,39,1
27,4,11295,11,15,2,14,0,4,1,0,0,39,39,0
36,0,1951,11,15,2,0,0,4,1,0,0,34,39,1
24,4,5662,9,4,2,4,0,4,1,0,0,45,39,1
37,2,6923,15,1,6,1,4,4,0,0,0,34,26,0
43,6,11661,5,10,2,5,0,4,1,0,0,34,39,0
41,4,16121,12,5,0,10,1,4,1,0,0,12,39,0
26,4,9558,11,15,4,1,4,4,0,0,0,56,39,0
16,2,5941,7,3,2,6,0,4,1,0,0,34,39,0
7,4,7861,15,1,2,14,0,4,1,0,0,61,39,0
24,4,3826,11,15,4,14,1,4,1,0,0,34,31,0
4,4,12591,11,15,4,3,3,4,1,0,0,34,39,0
22,4,43,15,1,2,3,3,1,1,0,0,34,39,0
10,5,1185,9,4,4,4,3,4,0,0,0,34,39,0
33,4,11130,11,15,2,14,0,4,1,0,0,34,39,0
3,4,19281,11,15,4,6,3,4,1,0,0,34,39,0
29,1,10586,9,4,2,4,0,4,1,0,0,34,39,1
32,4,11885,1,13,2,14,0,4,1,0,0,34,39,0
18,7,1678,9,4,2,4,5,4,0,0,0,28,39,1
39,6,10601,15,1,2,8,0,4,1,0,0,39,39,1
25,4,6146,11,15,2,3,0,4,1,0,0,34,39,0
41,2,13532,5,10,2,3,0,4,1,0,0,34,39,0
26,4,20089,15,1,2,1,0,4,1,0,0,34,39,0
8,4,16708,11,15,0,8,1,4,0,0,0,34,26,0
40,4,13237,11,15,0,1,4,4,0,0,0,36,39,0
32,4,235,5,10,6,7,1,4,0,0,0,34,39,0
6,4,5945,15,1,2,6,0,4,1,0,0,34,39,0
42,4,3448,11,15,2,3,0,4,1,0,0,34,39,0
33,4,8740,15,1,2,14,0,4,1,0,0,66,39,1
16,4,16679,9,4,4,10,1,4,0,0,0,39,26,0
35,4,6660,12,5,2,13,0,4,1,0,0,39,39,0
20,5,6122,11,15,2,3,0,4,1,0,0,34,39,1
13,5,10884,11,15,0,1,4,4,0,0,0,34,39,0
22,5,4245,11,15,0,3,4,4,1,0,0,56,39,0
37,2,4078,15,1,0,3,4,4,1,0,0,36,39,0
35,4,10425,11,15,2,12,0,4,1,0,0,39,39,1
5,2,3035,11,15,4,11,4,4,1,0,0,51,39,0
2,0,15696,15,1,4,0,3,4,1,0,0,17,39,0
15,4,18488,9,4,4,1,1,4,1,0,0,34,39,0
8,4,18589,5,10,4,7,4,4,1,0,0,34,8,0
17,4,11077,15,1,4,3,1,4,1,0,0,34,39,0
30,4,13736,8,2,4,8,1,4,0,0,0,50,39,0
7,4,13974,11,15,4,5,3,4,1,0,0,92,39,0
31,4,17358,4,9,4,9,4,4,0,0,0,28,27,0
9,4,14764,11,15,4,12,1,4,0,0,0,45,39,0
11,4,6844,15,1,5,7,1,4,1,0,0,34,39,0
6,4,11711,11,15,4,8,3,2,1,0,0,3,39,0
47,7,13419,9,4,0,13,1,4,1,0,0,34,39,0
11,4,18501,9,4,4,4,3,4,1,0,0,45,39,1
11,4,19964,5,10,2,12,2,4,1,0,0,34,39,0
17,4,6336,15,1,2,7,0,4,1,0,0,34,39,0
27,4,17431,7,3,2,5,0,4,1,0,0,56,39,1
1,4,10015,11,15,2,3,0,4,1,0,0,17,39,0
19,4,6615,2,14,2,3,0,3,1,0,0,34,39,0
7,4,8593,11,15,4,8,3,4,1,0,0,34,26,0
12,2,10637,9,4,2,4,0,2,1,0,0,34,39,1
16,4,6760,15,1,2,10,0,4,1,0,0,34,39,0
40,1,2797,11,15,5,1,2,2,0,0,0,28,39,0
24,4,7216,8,2,4,3,1,4,0,0,0,34,0,0
38,4,524,0,12,6,14,1,2,0,0,0,28,39,0
4,4,9191,0,12,2,3,0,4,1,0,0,34,39,0
19,6,10837,12,5,2,10,0,4,1,0,0,39,39,1
9,4,7107,15,1,4,10,1,3,1,0,0,45,39,0
15,0,16053,9,4,2,0,5,4,0,0,0,12,39,1
15,4,17228,11,15,2,3,0,4,1,0,0,34,39,0
4,4,18578,15,1,4,8,3,4,0,0,0,34,39,0
12,6,10062,15,1,0,7,1,4,1,0,0,42,39,0
41,4,3737,11,15,2,14,0,4,1,0,0,34,39,1
30,4,3540,11,15,2,7,0,4,1,0,0,39,39,0
14,4,2629,11,15,4,8,3,4,1,0,0,34,39,0
25,6,15065,11,15,2,3,0,4,1,0,0,28,39,0
2,4,15532,11,15,4,8,3,4,1,0,0,17,39,0
49,4,14540,11,15,2,12,0,4,1,0,0,45,39,0
24,4,960,11,15,2,7,0,4,1,0,0,39,39,0
5,4,7181,15,1,4,12,3,4,0,0,0,23,39,0
13,4,7493,9,4,4,12,1,4,1,0,0,34,39,0
19,6,20784,11,15,5,8,1,4,0,0,0,7,39,0
58,0,16980,10,7,4,0,1,4,1,0,0,34,39,0
24,7,20963,7,3,0,10,4,1,0,0,0,29,39,0
2,4,20226,15,1,4,6,3,4,1,0,0,12,39,0
43,4,2624,11,15,2,8,0,4,1,0,0,34,39,0
7,4,10185,1,13,4,14,3,4,1,0,0,34,39,0
8,4,10384,1,13,2,7,0,4,1,0,0,34,39,0
35,4,5548,15,1,4,4,1,4,0,0,0,45,39,0
13,4,20333,9,4,4,4,1,4,0,0,0,39,11,0
20,4,11849,11,15,2,3,0,4,1,0,0,34,39,1
38,6,19248,10,7,0,4,1,4,0,0,0,23,39,0
3,4,1445,15,1,4,1,2,2,0,0,0,16,39,0
15,4,17787,5,10,4,9,1,4,0,0,0,6,26,0
1,4,1170,11,15,4,8,3,4,1,0,0,28,39,0
7,4,9352,15,1,4,3,3,4,1,0,0,34,39,0
16,2,12693,15,1,2,11,0,4,1,0,0,39,39,0
59,0,20778,15,1,6,0,4,4,0,0,0,34,39,0
40,2,8677,12,5,2,11,0,4,1,0,0,5,39,1
2,4,18535,11,15,4,12,1,4,0,0,0,34,39,0
33,2,5781,14,6,2,10,0,4,1,0,0,34,39,1
10,4,9782,9,4,4,4,1,4,1,0,0,45,39,0
23,4,16101,8,2,5,3,1,4,0,0,0,56,39,0
9,0,18309,0,12,5,0,1,4,1,0,0,34,39,0
30,5,4393,11,15,2,12,0,4,1,0,0,50,39,0
22,1,14373,8,2,2,10,0,4,1,0,0,45,39,0
32,7,9536,15,1,0,1,3,4,1,0,0,34,39,0
11,6,3843,15,1,2,10,0,4,1,0,0,65,39,0
16,0,18931,15,1,2,0,5,2,0,0,0,23,39,0
11,4,6814,1,13,4,14,3,4,1,0,0,45,39,0
13,4,6060,11,15,2,12,0,4,1,0,0,34,39,0
22,4,7186,9,4,2,10,0,4,1,0,0,34,39,1
20,4,6215,11,15,2,12,0,4,1,0,0,45,39,0
33,4,12797,11,15,2,12,0,4,1,0,0,75,39,0
20,4,11857,0,12,2,7,0,4,1,0,0,34,26,0
9,4,11487,11,15,2,7,0,4,1,0,0,34,39,1
38,4,11666,8,2,2,3,0,4,1,0,0,34,39,1
29,4,20121,9,4,2,10,0,4,1,0,0,34,39,1
15,4,12219,11,15,2,12,0,4,1,0,0,56,39,0
9,4,6301,9,4,4,3,1,4,1,0,0,39,39,1
2,4,19119,11,15,0,3,1,4,0,0,0,34,8,0
21,4,18369,11,15,0,8,1,4,0,0,0,70,39,0
21,4,11323,4,9,2,12,0,4,1,0,0,34,26,0
48,4,9806,8,2,2,1,5,4,0,0,0,34,39,0
31,0,5299,11,15,6,0,4,4,0,0,0,17,39,0
27,4,10254,9,4,5,7,4,2,0,0,0,65,39,0
15,4,8964,15,1,4,12,1,4,1,0,0,45,39,0
13,2,7977,11,15,4,11,3,2,0,0,0,34,39,0
32,1,8380,7,3,2,1,0,4,1,0,0,56,39,1
6,4,3851,11,15,4,1,3,2,0,0,0,34,39,0
8,4,388,15,1,2,6,0,4,1,0,0,7,39,0
2,4,664,15,1,4,1,3,4,0,0,0,6,39,0
10,4,11823,8,2,4,3,1,4,1,0,0,34,39,0
26,7,11364,11,15,4,14,1,4,1,0,0,56,39,0
21,4,18952,11,15,2,3,0,4,1,0,0,45,39,0
25,4,3240,12,5,2,10,0,4,1,0,0,56,39,0
16,1,1545,9,4,4,1,3,4,1,0,0,31,39,0
13,4,11406,9,4,2,4,0,4,1,0,0,34,39,1
12,4,4495,9,4,4,13,1,4,1,0,0,34,39,0
13,4,293,1,13,2,3,0,4,1,0,0,34,39,0
9,4,5544,11,15,2,13,0,4,1,0,0,34,39,0
26,4,13669,9,4,2,10,0,4,1,0,0,34,39,1
13,4,4791,11,15,2,8,5,4,0,0,0,39,39,0
21,4,18873,15,1,2,14,0,4,1,0,0,34,39,1
31,4,3235,12,5,2,4,0,4,1,0,0,34,39,1
13,4,5410,11,15,2,12,5,4,0,0,0,23,39,0
25,2,13297,12,5,5,4,4,2,1,0,0,39,39,1
14,6,15218,11,15,2,4,0,4,1,0,0,66,39,0
15,4,9644,15,1,4,3,1,4,1,0,0,34,39,0
11,4,11419,9,4,2,4,0,4,1,0,0,34,39,0
46,4,12274,11,15,2,6,0,4,1,0,0,34,39,0
15,4,4203,11,15,2,14,0,4,1,0,0,34,39,0
3,4,8777,15,1,4,6,3,4,1,0,0,3,39,0
34,6,9392,12,5,2,10,5,4,0,0,0,23,39,1
7,4,19012,15,1,2,12,0,0,1,0,0,34,39,0
24,2,21420,8,2,0,1,4,4,0,0,0,38,39,0
4,4,19862,11,15,4,7,3,4,1,0,0,34,39,0
0,4,10933,6,11,4,8,3,2,1,0,0,28,39,0
28,4,15543,3,8,2,8,5,4,0,0,0,34,39,0
4,4,20711,15,1,4,10,3,0,0,0,0,33,39,0
25,4,19205,11,15,5,14,2,2,1,0,0,34,39,0
5,4,17645,4,9,2,3,2,4,1,0,0,34,26,0
4,0,20824,15,1,4,0,3,4,0,0,0,34,39,0
42,4,4341,11,15,6,1,1,4,0,0,0,34,39,0
23,4,10672,12,5,2,4,0,4,1,0,0,61,39,1
28,4,13484,15,1,0,8,1,4,0,0,0,34,39,0
18,4,20655,11,15,0,4,1,4,1,0,0,45,39,0
41,4,17196,11,15,2,5,0,4,1,0,0,12,39,0
12,4,11019,11,15,2,7,0,0,1,0,0,39,39,0
4,4,10513,1,13,4,3,3,4,1,0,0,39,39,0
34,4,18434,11,15,2,13,0,4,1,0,0,34,39,0
17,2,3409,15,1,2,8,5,4,0,0,0,34,39,0
23,4,6989,9,4,0,1,1,4,0,0,0,28,39,0
28,4,21431,1,13,0,1,4,4,0,0,0,7,39,0
5,4,15191,9,4,4,1,3,4,0,0,0,34,39,0
45,4,2005,0,12,0,8,4,4,0,0,0,34,39,0
15,1,5988,9,4,4,4,1,4,0,0,0,56,39,0
19,4,7093,9,4,2,10,5,4,0,0,0,33,39,1
26,4,12344,11,15,4,3,1,4,1,0,0,34,39,0
20,4,12786,11,15,2,14,0,4,1,0,0,34,39,0
16,0,4105,9,4,2,0,5,1,0,0,0,34,3,0
11,4,10865,11,15,4,14,4,4,1,0,0,50,39,0
32,0,6474,15,1,6,0,4,4,0,0,0,20,39,0
30,2,8271,11,15,2,8,5,4,0,0,0,65,39,1
42,4,12296,11,15,0,1,1,4,0,0,0,34,39,0
18,4,19820,11,15,2,7,0,4,1,0,0,34,39,0
18,4,10910,9,4,2,12,0,4,1,0,0,34,39,0
12,6,6516,9,4,4,10,2,4,1,0,0,34,39,0
40,4,18765,7,3,0,10,1,2,0,0,0,34,39,0
24,4,21163,9,4,2,4,0,4,1,0,0,56,39,1
20,4,19043,12,5,2,10,0,4,1,0,0,39,39,1
3,2,11622,15,1,4,5,3,4,1,0,0,34,39,0
27,4,12192,11,15,2,12,0,4,1,0,0,56,39,0
3,2,19189,11,15,4,1,1,4,0,0,0,23,39,0
21,6,12106,9,4,2,1,5,4,0,0,0,20,39,1
6,4,9063,11,15,2,1,2,4,1,0,0,34,39,0
7,4,11543,11,15,3,12,3,4,0,0,0,29,39,0
29,4,13339,9,4,2,12,0,4,1,0,0,34,39,1
15,2,10802,11,15,2,14,0,4,1,0,0,34,39,0
4,6,21579,11,15,2,3,0,4,1,0,0,34,39,0
15,4,2919,15,1,2,12,0,4,1,0,0,34,39,0
34,4,15259,11,15,2,7,0,4,1,0,0,34,39,0
26,4,13533,15,1,0,3,1,4,1,0,0,34,39,0
26,4,7918,11,15,0,8,1,4,1,0,0,34,39,0
18,6,13163,1,13,0,4,4,4,0,0,0,78,39,0
15,4,7074,11,15,0,3,3,4,1,0,0,34,39,0
8,4,9756,9,4,4,10,3,4,0,0,0,13,39,0
47,4,10307,15,1,6,12,1,4,0,0,0,34,39,0
11,4,17356,9,4,2,4,5,4,0,0,0,34,39,0
27,4,15437,3,8,2,11,2,4,1,0,0,34,26,0
23,4,12344,9,4,2,13,0,4,1,0,0,34,39,1
4,4,4059,15,1,4,6,3,1,1,0,0,34,30,0
6,4,18275,11,15,4,3,1,4,1,0,0,34,39,0
6,4,4803,15,1,4,8,4,4,0,0,0,12,39,0
2,4,5357,11,15,4,8,3,2,1,0,0,34,39,0
44,4,20800,15,1,2,13,0,4,1,0,0,17,39,0
30,5,1682,5,10,4,3,1,3,1,0,0,34,0,0
22,4,1513,0,12,2,6,0,4,1,0,0,39,39,0
8,4,18268,0,12,2,4,0,4,1,0,0,34,39,0
16,4,1893,11,15,2,12,0,4,1,0,0,39,39,0
17,7,11124,15,1,0,1,1,4,0,0,0,31,39,0
37,6,11023,15,1,2,12,0,4,1,0,0,45,39,0
7,4,20722,9,4,4,13,3,4,0,0,0,34,39,0
11,4,8559,11,15,4,7,3,3,1,0,0,45,33,0
16,4,9360,15,1,2,12,0,4,1,0,0,38,39,0
46,0,15919,11,15,2,0,0,4,1,0,0,5,39,0
14,4,10085,11,15,2,14,0,4,1,0,0,56,39,1
53,5,7580,11,15,2,4,0,4,1,0,0,7,39,0
26,4,14691,11,15,2,7,5,4,0,0,0,34,27,0
19,4,3417,15,1,2,1,5,4,0,0,0,3,39,1
33,2,3091,1,13,4,3,4,4,1,0,0,34,39,0
4,4,4068,15,1,4,8,1,2,0,0,0,23,39,0
14,4,15148,15,1,5,13,4,2,0,0,0,34,39,0
2,0,17189,15,1,4,0,3,4,0,0,0,23,39,0
22,4,13442,15,1,0,1,4,4,0,0,0,28,39,0
12,4,2479,5,10,2,8,5,4,0,0,0,34,39,0
22,4,7550,15,1,0,6,1,4,1,0,0,34,39,0
0,4,5394,5,10,4,5,2,3,1,0,0,34,26,0
29,4,5739,15,1,0,12,4,4,0,0,0,34,39,0
45,4,7384,11,15,2,3,0,4,1,0,0,34,39,0
15,4,6398,0,12,0,8,4,2,0,0,0,15,39,0
11,4,1300,11,15,4,8,3,2,0,0,0,34,39,0
2,4,18983,15,1,4,12,2,2,0,0,0,34,39,0
1,4,9472,15,1,4,12,3,4,1,0,0,17,0,0
7,2,9277,9,4,2,11,0,4,1,0,0,39,39,0
21,4,21121,15,1,2,3,0,4,1,0,0,35,39,0
21,4,11233,12,5,2,10,0,2,1,0,0,34,39,1
0,4,4550,0,12,4,12,3,4,1,0,0,12,39,0
11,4,7888,11,15,2,3,0,4,1,0,0,34,39,0
35,4,3080,11,15,2,12,0,4,1,0,0,74,39,0
2,4,5443,11,15,4,12,3,4,0,0,0,17,39,0
9,4,12464,15,1,2,1,0,4,1,0,0,34,39,1
17,5,16746,15,1,2,4,0,4,1,0,0,34,39,1
4,4,11270,11,15,4,1,1,4,0,0,0,17,39,0
26,4,1516,11,15,2,3,0,4,1,0,0,38,39,0
35,4,1337,11,15,2,3,0,4,1,0,0,34,39,0
42,4,8173,11,15,2,3,0,4,1,0,0,34,39,1
4,4,9273,8,2,4,1,3,4,0,0,0,34,39,0
38,7,4476,15,1,2,11,0,4,1,0,0,34,39,1
29,5,11588,12,5,0,12,1,4,1,0,0,56,39,1
19,4,2303,11,15,5,1,4,4,0,0,0,30,39,0
22,4,14184,11,15,4,6,3,4,1,0,0,42,39,0
61,0,21102,9,4,2,0,0,4,1,0,0,22,39,0
13,4,7173,11,15,4,10,3,4,0,0,0,23,39,0
5,4,13332,15,1,4,12,3,4,0,0,0,7,39,0
26,4,2597,9,4,2,4,0,4,1,0,0,34,39,1
19,4,8076,11,15,0,7,1,4,1,0,0,51,39,0
19,4,7394,9,4,2,3,3,4,1,0,0,34,39,1
33,4,18427,11,15,0,3,4,4,0,0,0,34,39,0
10,1,18660,9,4,4,11,1,4,0,0,0,28,39,0
29,1,20452,11,15,2,1,0,4,1,0,0,34,39,1
7,4,18123,9,4,4,10,3,4,1,0,0,12,39,0
24,4,10836,11,15,0,3,1,4,1,0,0,34,39,0
51,4,10840,11,15,2,1,0,4,1,0,0,16,39,0
21,2,1319,15,1,2,4,0,4,1,0,0,34,39,0
30,4,1208,11,15,2,12,0,4,1,0,0,34,39,1
24,4,8558,15,1,4,8,1,2,1,0,0,12,39,0
14,6,16840,10,7,4,10,3,4,0,0,0,42,39,0
12,4,19608,15,1,2,3,0,4,1,0,0,36,39,0
9,4,14448,11,15,4,6,3,4,0,0,0,34,39,0
34,4,1910,15,1,6,7,4,4,0,0,0,29,39,0
9,1,19165,9,4,4,13,1,3,1,0,0,56,39,0
10,2,478,9,4,4,10,1,4,0,0,0,56,39,0
19,4,581,11,15,2,13,0,4,1,0,0,45,39,0
11,1,13999,9,4,4,10,1,4,0,0,0,34,39,0
36,4,14076,9,4,0,13,1,4,0,0,0,34,39,0
23,7,13219,9,4,0,10,1,4,1,0,0,34,39,0
21,4,10645,11,15,0,8,1,4,0,0,0,12,39,0
4,0,1852,5,10,4,0,3,4,1,0,0,34,39,0
36,4,9672,0,12,2,8,0,4,1,0,0,27,39,0
17,2,5826,11,15,2,3,0,4,1,0,0,34,39,0
26,4,19327,11,15,0,14,1,4,1,0,0,56,39,0
47,4,19783,0,12,2,1,0,4,1,0,0,34,39,0
4,4,17721,15,1,4,1,3,4,0,0,0,34,39,0
8,0,11844,9,4,4,0,1,4,1,0,0,4,39,0
30,2,8132,12,5,0,11,1,2,1,0,0,45,39,1
40,4,20785,11,15,2,14,0,4,1,0,0,45,39,0
20,4,7610,9,4,4,1,1,4,0,0,0,28,39,0
20,4,16144,1,13,0,5,1,4,1,0,0,34,39,0
34,6,21252,11,15,2,5,0,4,1,0,0,50,39,1
15,4,5463,7,3,4,1,1,4,0,0,0,34,39,0
32,4,1360,11,15,2,7,0,4,1,0,0,34,39,0
35,4,2348,11,15,2,12,0,4,1,0,0,5,39,0
29,4,6082,11,15,0,1,4,4,0,0,0,39,39,0
7,7,14356,15,1,2,10,0,4,1,0,0,34,39,0
22,4,4245,9,4,2,4,0,4,1,0,0,39,39,1
13,4,9239,15,1,4,3,1,4,1,0,0,38,39,0
17,4,3205,12,5,0,10,3,4,0,0,0,56,39,1
13,4,5523,15,1,2,1,0,4,1,0,0,34,39,0
8,4,2964,9,4,4,12,1,2,0,0,0,34,39,0
41,2,18884,9,4,2,10,0,2,1,0,0,34,39,0
15,4,17000,15,1,2,1,0,4,1,0,0,45,39,0
20,4,12624,11,15,5,8,4,2,0,0,0,17,39,0
18,4,13408,11,15,5,8,1,2,0,0,0,34,39,0
1,4,14029,4,9,4,6,2,4,1,0,0,23,16,0
29,4,16520,9,4,0,10,4,4,0,0,0,34,39,0
27,4,9388,0,12,0,1,4,4,0,0,0,34,39,0
28,4,2384,0,12,0,12,1,4,0,0,0,34,39,0
23,4,11636,2,14,2,10,0,4,1,0,0,34,5,1
21,4,15228,9,4,2,10,0,4,1,0,0,45,39,1
35,4,2259,11,15,2,7,5,1,0,0,0,34,3,0
30,4,9357,11,15,2,3,0,4,1,0,0,34,39,0
32,4,8447,9,4,0,13,4,4,0,0,0,28,39,0
42,7,9160,11,15,2,12,0,4,1,0,0,34,39,0
5,4,11384,8,2,4,1,3,4,0,0,0,30,39,0
27,2,12451,15,1,2,4,0,4,1,0,0,34,39,1
59,4,13862,9,4,6,10,1,4,0,0,0,12,39,0
33,2,17046,0,12,4,8,1,4,1,0,0,34,39,0
16,2,4258,15,1,2,11,0,4,1,0,0,34,39,0
26,4,20291,11,15,2,3,0,4,1,0,0,42,39,1
20,5,4837,11,15,2,3,0,4,1,0,0,34,39,0
23,4,11877,1,13,2,14,0,4,1,0,0,50,39,0
32,6,4899,15,1,0,4,1,0,0,0,0,34,39,0
31,5,20796,15,1,4,3,1,4,1,0,0,39,39,0
5,4,18374,15,1,2,13,0,4,1,0,0,34,39,0
25,4,16463,11,15,0,4,1,4,0,0,0,34,9,0
19,4,18960,15,1,0,10,1,4,0,0,0,34,39,0
